id,item_id,dept_id,cat_id,state_id,d,value_sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,sell_price
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_900,11,2013-07-16,11325,Tuesday,4,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_900,0,2013-07-16,11325,Tuesday,4,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_901,3,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_901,0,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_901,0,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_901,0,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_901,1,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_901,0,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_901,0,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_901,13,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_901,0,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_901,3,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_901,0,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_901,10,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_901,0,2013-07-17,11325,Wednesday,5,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_902,1,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_902,0,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_902,0,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_902,0,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_902,0,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_902,0,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_902,1,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_902,12,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_902,1,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_902,4,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_902,0,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_902,9,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_902,0,2013-07-18,11325,Thursday,6,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_903,4,2013-07-19,11325,Friday,7,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_903,2,2013-07-19,11325,Friday,7,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_903,0,2013-07-19,11325,Friday,7,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_903,0,2013-07-19,11325,Friday,7,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_903,0,2013-07-19,11325,Friday,7,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_903,0,2013-07-19,11325,Friday,7,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_903,1,2013-07-19,11325,Friday,7,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_903,18,2013-07-19,11325,Friday,7,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_903,0,2013-07-19,11325,Friday,7,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_903,1,2013-07-19,11325,Friday,7,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_903,0,2013-07-19,11325,Friday,7,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_903,22,2013-07-19,11325,Friday,7,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_903,4,2013-07-19,11325,Friday,7,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_904,0,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_904,2,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_904,0,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_904,1,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_904,1,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_904,0,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_904,0,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_904,9,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_904,1,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_904,2,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_904,0,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_904,17,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_904,3,2013-07-20,11326,Saturday,1,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_905,1,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_905,1,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_905,0,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_905,3,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_905,0,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_905,2,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_905,0,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_905,9,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_905,2,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_905,2,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_905,0,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_905,21,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_905,11,2013-07-21,11326,Sunday,2,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_906,3,2013-07-22,11326,Monday,3,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_906,0,2013-07-22,11326,Monday,3,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_906,0,2013-07-22,11326,Monday,3,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_906,0,2013-07-22,11326,Monday,3,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_906,0,2013-07-22,11326,Monday,3,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_906,0,2013-07-22,11326,Monday,3,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_906,2,2013-07-22,11326,Monday,3,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_906,11,2013-07-22,11326,Monday,3,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_906,0,2013-07-22,11326,Monday,3,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_906,4,2013-07-22,11326,Monday,3,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_906,0,2013-07-22,11326,Monday,3,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_906,11,2013-07-22,11326,Monday,3,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_906,11,2013-07-22,11326,Monday,3,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_907,1,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_907,0,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_907,0,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_907,0,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_907,0,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_907,0,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_907,1,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_907,11,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_907,0,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_907,1,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_907,0,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_907,12,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_907,18,2013-07-23,11326,Tuesday,4,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_908,2,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_908,2,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_908,0,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_908,1,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_908,0,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_908,0,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_908,1,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_908,10,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_908,1,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_908,3,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_908,0,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_908,14,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_908,2,2013-07-24,11326,Wednesday,5,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_909,0,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_909,0,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_909,0,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_909,0,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_909,2,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_909,0,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_909,1,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_909,7,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_909,8,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_909,3,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_909,0,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_909,15,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_909,5,2013-07-25,11326,Thursday,6,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_910,1,2013-07-26,11326,Friday,7,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_910,1,2013-07-26,11326,Friday,7,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_910,0,2013-07-26,11326,Friday,7,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_910,0,2013-07-26,11326,Friday,7,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_910,1,2013-07-26,11326,Friday,7,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_910,0,2013-07-26,11326,Friday,7,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_910,1,2013-07-26,11326,Friday,7,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_910,5,2013-07-26,11326,Friday,7,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_910,0,2013-07-26,11326,Friday,7,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_910,4,2013-07-26,11326,Friday,7,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_910,0,2013-07-26,11326,Friday,7,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_910,22,2013-07-26,11326,Friday,7,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_910,1,2013-07-26,11326,Friday,7,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_911,3,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_911,1,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_911,0,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_911,0,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_911,0,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_911,0,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_911,3,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_911,12,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_911,2,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_911,4,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_911,0,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_911,14,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,1.98
FOODS_3_747_CA_1_validation,FOODS_3_747,FOODS_3,FOODS,CA,d_911,0,2013-07-27,11327,Saturday,1,7,2013,"","","","",0,1
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_912,0,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_912,1,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_912,0,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_912,1,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_912,2,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_912,1,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_912,0,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_912,12,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_912,6,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_912,3,2013-07-28,11327,Sunday,2,7,2013,"","","","",0,3.98
